time,steering_angle
1479424215881719552,0.001745329238474369
1479424215932673024,0.003490658476948738
1479424215984333312,0.003490658476948738
1479424216034934784,0.005235987715423107
1479424216087595520,0.006981316953897476
1479424216139105536,0.019198622554540634
1479424216179774976,0.02617993950843811
1479424216231349248,0.03316125646233559
1479424216283337984,0.03141592815518379
1479424216334316288,0.027925267815589905
1479424216334316288,0.027925267815589905
1479424216431741952,0.02967059798538685
1479424216482273280,0.03490658476948738
1479424216534875392,0.03490658476948738
1479424216585896192,0.03316125646233559
1479424216638994432,0.03316125646233559
1479424216687720448,0.03316125646233559
1479424216730498304,0.027925267815589905
1479424216783622400,0.02617993950843811
1479424216836064256,0.02094395086169243
1479424216879698432,0.013962633907794952
1479424216940636416,0.006981316953897476
1479424216981210368,0.006981316953897476
1479424217032473344,0.010471975430846214
1479424217083709440,0.015707964077591896
1479424217134510848,0.019198622554540634
1479424217187145728,0.01745329238474369
1479424217237736960,0.01745329238474369
1479424217278275584,0.015707964077591896
1479424217330198784,0.01745329238474369
1479424217380645632,0.01745329238474369
1479424217431435520,0.015707964077591896
1479424217483085312,0.01745329238474369
1479424217534469632,0.015707964077591896
1479424217589022720,0.015707964077591896
1479424217629414400,0.013962633907794952
1479424217680053760,0.015707964077591896
1479424217730726144,0.013962633907794952
1479424217783251712,0.013962633907794952
1479424217835481344,0.013962633907794952
1479424217886498304,0.012217304669320583
1479424217926993152,0.010471975430846214
1479424217979483136,0.012217304669320583
1479424218029909248,0.010471975430846214
1479424218080518912,0.008726646192371845
1479424218136760064,0.008726646192371845
1479424218187319552,0.008726646192371845
1479424218227734528,0.013962633907794952
1479424218280456704,0.02094395086169243
1479424218331048704,0.03141592815518379
1479424218383205376,0.03490658476948738
1479424218433611264,0.03316125646233559
1479424218484165376,0.03141592815518379
1479424218536092160,0.02617993950843811
1479424218586639104,0.02094395086169243
1479424218627470848,0.008726646192371845
1479424218679822592,0.006981316953897476
1479424218733120512,0.008726646192371845
1479424218786252544,0.013962633907794952
1479424218838375168,0.02094395086169243
1479424218879604224,0.022689281031489372
1479424218943829504,0.02094395086169243
1479424218984386560,0.019198622554540634
1479424219029582080,0.022689281031489372
1479424219080890624,0.024434609338641167
1479424219136615168,0.024434609338641167
1479424219177283840,0.02617993950843811
1479424219238105344,0.02617993950843811
1479424219279068928,0.02617993950843811
1479424219329957632,0.02617993950843811
1479424219381010176,0.02617993950843811
1479424219432469248,0.02967059798538685
1479424219484299520,0.02967059798538685
1479424219536305920,0.03141592815518379
1479424219586790400,0.03316125646233559
1479424219637325312,0.03316125646233559
1479424219677695488,0.03490658476948738
1479424219738420480,0.03839724510908127
1479424219783294464,0.03839724510908127
1479424219834159360,0.03839724510908127
1479424219887394816,0.03839724510908127
1479424219938157312,0.03839724510908127
1479424219982671616,0.03490658476948738
1479424220033293056,0.02967059798538685
1479424220084526592,0.027925267815589905
1479424220136193024,0.027925267815589905
1479424220189506304,0.02967059798538685
1479424220230658560,0.027925267815589905
1479424220281285120,0.024434609338641167
1479424220333522432,0.012217304669320583
1479424220384550144,0.005235987715423107
1479424220438056960,0.001745329238474369
1479424220479861504,0.003490658476948738
1479424220531236608,0.006981316953897476
1479424220585531392,0.008726646192371845
1479424220628676608,0.008726646192371845
1479424220691074560,0.010471975430846214
1479424220691074560,0.010471975430846214
1479424220784708352,0.012217304669320583
1479424220838552576,0.012217304669320583
1479424220881734912,0.010471975430846214
1479424220881734912,0.010471975430846214
1479424220980322816,0.008726646192371845
1479424221033049600,0.008726646192371845
1479424221084645632,0.006981316953897476
1479424221136330240,0.006981316953897476
1479424221187758336,0.006981316953897476
1479424221187758336,0.006981316953897476
1479424221279924992,0.006981316953897476
1479424221331719424,0.006981316953897476
1479424221382595072,0.005235987715423107
1479424221433844736,0.005235987715423107
1479424221487413760,0.003490658476948738
1479424221538052352,0.003490658476948738
1479424221588910336,0.003490658476948738
1479424221636278784,0.003490658476948738
1479424221689995776,0.001745329238474369
1479424221732197888,-0.003490658476948738
1479424221783632896,-0.03490658476948738
1479424221834442752,-0.04886921867728233
1479424221887105536,-0.05061454698443413
1479424221937613824,-0.04014257341623306
1479424221988132864,-0.008726646192371845
1479424222038660096,0.001745329238474369
1479424222080140288,0.008726646192371845
1479424222133064960,0.012217304669320583
1479424222183951616,0.010471975430846214
1479424222236251904,0.008726646192371845
1479424222287278080,0.010471975430846214
1479424222333821184,0.008726646192371845
1479424222384556544,0.005235987715423107
1479424222384556544,0.005235987715423107
1479424222488649728,0.005235987715423107
1479424222531016192,0.005235987715423107
1479424222581610240,0.005235987715423107
1479424222633286400,0.003490658476948738
1479424222684486144,0.001745329238474369
1479424222684486144,0.001745329238474369
1479424222788683520,0.001745329238474369
1479424222829231104,0.001745329238474369
1479424222880343296,0.0
1479424222933211904,-0.005235987715423107
1479424222984733952,-0.02094395086169243
1479424223036595968,-0.036651913076639175
1479424223095038720,-0.06108652427792549
1479424223135795968,-0.06632251292467117
1479424223187109888,-0.0593411959707737
1479424223227790080,-0.04886921867728233
1479424223281505792,-0.03141592815518379
1479424223334017280,-0.027925267815589905
1479424223384532736,-0.02617993950843811
1479424223436624640,-0.024434609338641167
1479424223477839104,-0.02617993950843811
1479424223528645632,-0.024434609338641167
1479424223579716352,-0.027925267815589905
1479424223631053056,-0.02967059798538685
1479424223681826816,-0.02617993950843811
1479424223736060928,-0.02094395086169243
1479424223782002944,-0.015707964077591896
1479424223836431616,-0.013962633907794952
1479424223879799808,-0.015707964077591896
1479424223934423552,-0.019198622554540634
1479424223985868800,-0.01745329238474369
1479424224038285824,-0.013962633907794952
1479424224080256256,-0.006981316953897476
1479424224133760768,-0.001745329238474369
1479424224187312384,0.003490658476948738
1479424224230975744,0.008726646192371845
1479424224283220224,0.013962633907794952
1479424224334281216,0.012217304669320583
1479424224391488256,0.005235987715423107
1479424224442408704,0.008726646192371845
1479424224479274752,0.010471975430846214
1479424224532195328,0.010471975430846214
1479424224597541376,0.013962633907794952
1479424224641632768,0.013962633907794952
1479424224682272768,0.013962633907794952
1479424224735741184,0.010471975430846214
1479424224777030912,0.008726646192371845
1479424224831000320,0.010471975430846214
1479424224893390080,0.013962633907794952
1479424224935578624,0.019198622554540634
1479424224979179264,0.024434609338641167
1479424225041104640,0.024434609338641167
1479424225085361920,0.027925267815589905
1479424225127106560,0.03141592815518379
1479424225189867776,0.03316125646233559
1479424225231911936,0.03316125646233559
1479424225283046400,0.03316125646233559
1479424225334272512,0.03316125646233559
1479424225388506112,0.03141592815518379
1479424225430189312,0.03490658476948738
1479424225483751424,0.036651913076639175
1479424225538343680,0.03839724510908127
1479424225589778944,0.05585053563117981
1479424225589778944,0.06283185631036758
1479424225710094336,0.07330382615327835
1479424225741927680,0.07155849784612656
1479424225784056064,0.06981316953897476
1479424225836607232,0.06981316953897476
1479424225889546752,0.07155849784612656
1479424225932196608,0.07504915446043015
1479424225984519168,0.08203047513961792
1479424226039278848,0.08377580344676971
1479424226082968320,0.0872664600610733
1479424226135311616,0.0872664600610733
1479424226188790784,0.09250245243310928
1479424226230332928,0.09599310904741287
1479424226281281536,0.10122909396886826
1479424226332611584,0.10471975803375244
1479424226383392512,0.10471975803375244
1479424226433833984,0.10471975803375244
1479424226485276672,0.10471975803375244
1479424226536109312,0.10471975803375244
1479424226536109312,0.10646508634090424
1479424226639624448,0.10821041464805603
1479424226680520704,0.10995574295520782
1479424226731702016,0.11344639956951141
1479424226731702016,0.11170107126235962
1479424226835906048,0.10995574295520782
1479424226835906048,0.10995574295520782
1479424226937558016,0.10995574295520782
1479424226937558016,0.10821041464805603
1479424227039983872,0.10471975803375244
1479424227080536576,0.09948376566171646
1479424227134320384,0.09075712412595749
1479424227187497984,0.0872664600610733
1479424227231173888,0.08028514683246613
1479424227283974400,0.07504915446043015
1479424227335386880,0.07330382615327835
1479424227379832064,0.07330382615327835
1479424227434500864,0.07330382615327835
1479424227487890688,0.07155849784612656
1479424227529993728,0.07155849784612656
1479424227583283456,0.07155849784612656
1479424227635102976,0.07155849784612656
1479424227678285056,0.07330382615327835
1479424227731106560,0.07679449021816254
1479424227783575296,0.08203047513961792
1479424227835172608,0.09250245243310928
1479424227880268544,0.10471975803375244
1479424227932933632,0.10821041464805603
1479424227984726016,0.10821041464805603
1479424228036713728,0.10471975803375244
1479424228078729984,0.09948376566171646
1479424228130274816,0.08552113175392151
1479424228182151168,0.06981316953897476
1479424228235012864,0.05235987901687622
1479424228280439040,0.045378562062978745
1479424228331758592,0.04712389037013054
1479424228383343872,0.04886921867728233
1479424228434491904,0.05061454698443413
1479424228485487872,0.05235987901687622
1479424228536785408,0.06632251292467117
1479424228578794240,0.07679449021816254
1479424228630942208,0.09424778074026108
1479424228683415296,0.10471975803375244
1479424228735859200,0.10646508634090424
1479424228786561280,0.11170107126235962
1479424228837396224,0.11344639956951141
1479424228879522816,0.1186823919415474
1479424228930063872,0.12391837686300278
1479424228983374592,0.12391837686300278
1479424229037350144,0.12391837686300278
1479424229092072448,0.12391837686300278
1479424229136052736,0.12391837686300278
1479424229186524928,0.12740904092788696
1479424229239917312,0.12915436923503876
1479424229280605440,0.12915436923503876
1479424229332706560,0.12915436923503876
1479424229384359680,0.12391837686300278
1479424229435697408,0.10471975803375244
1479424229486762496,0.09773843735456467
1479424229537411072,0.09773843735456467
1479424229588481024,0.10471975803375244
1479424229643532288,0.10995574295520782
1479424229685799424,0.10995574295520782
1479424229737748992,0.10995574295520782
1479424229791388416,0.10995574295520782
1479424229832724992,0.11170107126235962
1479424229885982464,0.11344639956951141
1479424229937194240,0.12042772024869919
1479424229988351232,0.12391837686300278
1479424230030230528,0.12217304855585098
1479424230081922304,0.116937056183815
1479424230134513152,0.116937056183815
1479424230187941376,0.116937056183815
1479424230230590464,0.12042772024869919
1479424230281491712,0.12915436923503876
1479424230335916288,0.13613568246364594
1479424230386539520,0.13613568246364594
1479424230439316736,0.13439035415649414
1479424230480317952,0.12915436923503876
1479424230531607040,0.12391837686300278
1479424230582525440,0.116937056183815
1479424230636330752,0.10821041464805603
1479424230688386560,0.09948376566171646
1479424230731579648,0.08552113175392151
1479424230783504128,0.08552113175392151
1479424230837358848,0.09773843735456467
1479424230879957248,0.10995574295520782
1479424230931861248,0.12042772024869919
1479424230983783424,0.12217304855585098
1479424231036156160,0.12217304855585098
1479424231086691072,0.116937056183815
1479424231138656256,0.10995574295520782
1479424231182657792,0.10646508634090424
1479424231233688576,0.10471975803375244
1479424231285027840,0.10297442227602005
1479424231337093888,0.10122909396886826
1479424231387717632,0.10122909396886826
1479424231440665088,0.10122909396886826
1479424231481592064,0.09948376566171646
1479424231535367680,0.09250245243310928
1479424231586622464,0.0872664600610733
1479424231639639296,0.08028514683246613
1479424231681600256,0.07853981852531433
1479424231734363648,0.07853981852531433
1479424231788022016,0.07504915446043015
1479424231832523264,0.06806784123182297
1479424231883415040,0.06283185631036758
1479424231935354112,0.06283185631036758
1479424231987393536,0.06283185631036758
1479424232039559936,0.06283185631036758
1479424232090701568,0.06108652427792549
1479424232134816256,0.06457718461751938
1479424232188934912,0.06981316953897476
1479424232245790720,0.08028514683246613
1479424232287281408,0.0890117883682251
1479424232330359808,0.09948376566171646
1479424232381867520,0.10471975803375244
1479424232381867520,0.10471975803375244
1479424232483612416,0.10471975803375244
1479424232483612416,0.10471975803375244
1479424232587149056,0.10646508634090424
1479424232587149056,0.10646508634090424
1479424232682224384,0.10821041464805603
1479424232682224384,0.10995574295520782
1479424232784099328,0.10821041464805603
1479424232784099328,0.10821041464805603
1479424232889194240,0.10995574295520782
1479424232889194240,0.11170107126235962
1479424232983209728,0.10995574295520782
1479424232983209728,0.10995574295520782
1479424233088264960,0.10297442227602005
1479424233088264960,0.09948376566171646
1479424233183787264,0.09773843735456467
1479424233218051840,0.09948376566171646
1479424233254395136,0.09599310904741287
1479424233311867904,0.09599310904741287
1479424233389211648,0.09250245243310928
1479424233389211648,0.09075712412595749
1479424233481844480,0.08203047513961792
1479424233481844480,0.07155849784612656
1479424233590593792,0.05585053563117981
1479424233590593792,0.05061454698443413
1479424233641604864,0.04712389037013054
1479424233707940864,0.04712389037013054
1479424233830288128,0.04886921867728233
1479424233830288128,0.05061454698443413
1479424233894136064,0.06283185631036758
1479424233927813376,0.06457718461751938
1479424233990287616,0.06457718461751938
1479424234040296704,0.06457718461751938
1479424234091148288,0.06283185631036758
1479424234132600320,0.06283185631036758
1479424234186663936,0.06457718461751938
1479424234239554048,0.06806784123182297
1479424234280348416,0.07330382615327835
1479424234332630272,0.07504915446043015
1479424234384072192,0.07504915446043015
1479424234384072192,0.07504915446043015
1479424234490278400,0.08028514683246613
1479424234534348032,0.08203047513961792
1479424234584015872,0.08377580344676971
1479424234584015872,0.0872664600610733
1479424234682173440,0.0890117883682251
1479424234738673664,0.0890117883682251
1479424234796488192,0.09250245243310928
1479424234796488192,0.09250245243310928
1479424234887355136,0.09599310904741287
1479424234939799040,0.09948376566171646
1479424234990672640,0.10646508634090424
1479424235046534912,0.10646508634090424
1479424235088631296,0.10471975803375244
1479424235140925184,0.10471975803375244
1479424235188369152,0.10297442227602005
1479424235239301376,0.10646508634090424
1479424235292643584,0.10471975803375244
1479424235336503040,0.10471975803375244
1479424235336503040,0.10471975803375244
1479424235438548480,0.10646508634090424
1479424235481103360,0.10646508634090424
1479424235532988416,0.10646508634090424
1479424235588134912,0.11170107126235962
1479424235639072000,0.1186823919415474
1479424235680585216,0.12042772024869919
1479424235736550400,0.12042772024869919
1479424235787015680,0.1186823919415474
1479424235838877952,0.116937056183815
1479424235889771008,0.116937056183815
1479424235940359424,0.11519172787666321
1479424235988648704,0.11170107126235962
1479424236032941312,0.11170107126235962
1479424236083747328,0.11170107126235962
1479424236136274432,0.11170107126235962
1479424236187469312,0.11170107126235962
1479424236239762176,0.10821041464805603
1479424236281081088,0.10821041464805603
1479424236336277504,0.10821041464805603
1479424236387327744,0.10646508634090424
1479424236440239104,0.10646508634090424
1479424236481401856,0.10646508634090424
1479424236532743680,0.10471975803375244
1479424236585665536,0.10471975803375244
1479424236636466688,0.10646508634090424
1479424236687271168,0.10646508634090424
1479424236738920192,0.10646508634090424
