time,steering_angle
1479424215887421696,0.001745329238474369
1479424215937843200,0.003490658476948738
1479424215988323584,0.003490658476948738
1479424216038596352,0.005235987715423107
1479424216088924928,0.006981316953897476
1479424216139556608,0.019198622554540634
1479424216179918848,0.02617993950843811
1479424216230530560,0.03316125646233559
1479424216321313280,0.03141592815518379
1479424216331333888,0.027925267815589905
1479424216382016256,0.027925267815589905
1479424216432542976,0.02967059798538685
1479424216483056128,0.03490658476948738
1479424216533390336,0.03490658476948738
1479424216583595520,0.03316125646233559
1479424216634059008,0.03316125646233559
1479424216684541952,0.03316125646233559
1479424216735117824,0.027925267815589905
1479424216785838848,0.02617993950843811
1479424216836276736,0.02094395086169243
1479424216886708224,0.013962633907794952
1479424216937187072,0.006981316953897476
1479424216987502848,0.006981316953897476
1479424217037878528,0.010471975430846214
1479424217088413696,0.015707964077591896
1479424217138604544,0.019198622554540634
1479424217199065088,0.01745329238474369
1479424217239474176,0.01745329238474369
1479424217289829376,0.015707964077591896
1479424217340350976,0.01745329238474369
1479424217380967936,0.01745329238474369
1479424217431380224,0.015707964077591896
1479424217481781248,0.01745329238474369
1479424217532190976,0.015707964077591896
1479424217582711808,0.015707964077591896
1479424217633212160,0.013962633907794952
1479424217683536896,0.015707964077591896
1479424217754050560,0.013962633907794952
1479424217784252160,0.013962633907794952
1479424217834660096,0.013962633907794952
1479424217885071360,0.012217304669320583
1479424217945721856,0.010471975430846214
1479424217986030336,0.012217304669320583
1479424218036243712,0.010471975430846214
1479424218086561024,0.008726646192371845
1479424218146999808,0.008726646192371845
1479424218187365888,0.008726646192371845
1479424218237805312,0.013962633907794952
1479424218288189440,0.02094395086169243
1479424218338440704,0.03141592815518379
1479424218388953344,0.03490658476948738
1479424218439359488,0.03316125646233559
1479424218489892608,0.03141592815518379
1479424218530230016,0.02617993950843811
1479424218590599936,0.02094395086169243
1479424218630993664,0.008726646192371845
1479424218681250304,0.006981316953897476
1479424218741732096,0.008726646192371845
1479424218782054912,0.013962633907794952
1479424218842466304,0.02094395086169243
1479424218882790656,0.022689281031489372
1479424218943540480,0.02094395086169243
1479424218983900672,0.019198622554540634
1479424219034465536,0.022689281031489372
1479424219084987392,0.024434609338641167
1479424219135645440,0.024434609338641167
1479424219185973760,0.02617993950843811
1479424219236369664,0.02617993950843811
1479424219286811392,0.02617993950843811
1479424219337146880,0.02617993950843811
1479424219387489024,0.02617993950843811
1479424219438086656,0.02967059798538685
1479424219488654336,0.02967059798538685
1479424219539252480,0.03141592815518379
1479424219589682432,0.03316125646233559
1479424219629996288,0.03316125646233559
1479424219690753536,0.03490658476948738
1479424219731168256,0.03839724510908127
1479424219781542656,0.03839724510908127
1479424219831836160,0.03839724510908127
1479424219882210816,0.03839724510908127
1479424219932501760,0.03839724510908127
1479424219982826240,0.03490658476948738
1479424220033454336,0.02967059798538685
1479424220084020736,0.027925267815589905
1479424220134445312,0.027925267815589905
1479424220184759552,0.02967059798538685
1479424220235228160,0.027925267815589905
1479424220285783296,0.024434609338641167
1479424220336112384,0.012217304669320583
