timestamp,filename,angle,torque,speed,fullpath,filename2
1479424439149643008,center/1479424439149643008.jpg,-0.23911011219024658,-1.3125,20.18055534362793,round2/train/center/1479424439149643008.jpg,165914601
1479424439190433024,center/1479424439190433024.jpg,-0.235619455575943,-1.125,20.172222137451172,round2/train/center/1479424439190433024.jpg,205947274
1479424439242576896,center/1479424439242576896.jpg,-0.235619455575943,-1.25,20.163888931274414,round2/train/center/1479424439242576896.jpg,246019371
1479424439294411776,center/1479424439294411776.jpg,-0.235619455575943,-1.25,20.1472225189209,round2/train/center/1479424439294411776.jpg,306154412
1479424439294411776,center/1479424439294411776.jpg,-0.23911011219024658,-1.375,20.136110305786133,round2/train/center/1479424439294411776.jpg,346213028
1479424439398067456,center/1479424439398067456.jpg,-0.23911011219024658,-1.1875,20.136110305786133,round2/train/center/1479424439398067456.jpg,406313865
1479424439398067456,center/1479424439398067456.jpg,-0.24085544049739838,-1.375,20.14444351196289,round2/train/center/1479424439398067456.jpg,446402039
1479424439489372928,center/1479424439489372928.jpg,-0.235619455575943,-1.1875,20.163888931274414,round2/train/center/1479424439489372928.jpg,506464531
1479424439540152064,center/1479424439540152064.jpg,-0.23387411236763,-1.25,20.172222137451172,round2/train/center/1479424439540152064.jpg,546621601
1479424439594917632,center/1479424439594917632.jpg,-0.2321287840604782,-1.125,20.183332443237305,round2/train/center/1479424439594917632.jpg,606875229
1479424439645239040,center/1479424439645239040.jpg,-0.23038345575332642,-1.1875,20.177778244018555,round2/train/center/1479424439645239040.jpg,646921952
1479424439685629952,center/1479424439685629952.jpg,-0.2321287840604782,-1.1875,20.177778244018555,round2/train/center/1479424439685629952.jpg,706880083
1479424439746258432,center/1479424439746258432.jpg,-0.23387411236763,-1.5625,20.163888931274414,round2/train/center/1479424439746258432.jpg,746921915
1479424439787985920,center/1479424439787985920.jpg,-0.23911011219024658,-1.5625,20.155555725097656,round2/train/center/1479424439787985920.jpg,807000090
1479424439838830336,center/1479424439838830336.jpg,-0.24085544049739838,-1.3125,20.155555725097656,round2/train/center/1479424439838830336.jpg,847063533
1479424439891244032,center/1479424439891244032.jpg,-0.24609142541885376,-1.375,20.13888931274414,round2/train/center/1479424439891244032.jpg,907151914
1479424439941988864,center/1479424439941988864.jpg,-0.24609142541885376,-1.4375,20.127777099609375,round2/train/center/1479424439941988864.jpg,947252470
1479424439993838336,center/1479424439993838336.jpg,-0.24783675372600555,-1.625,20.116666793823242,round2/train/center/1479424439993838336.jpg,7313489
1479424440044415744,center/1479424440044415744.jpg,-0.25132742524147034,-1.1875,20.11111068725586,round2/train/center/1479424440044415744.jpg,47395156
1479424440095148288,center/1479424440095148288.jpg,-0.24958208203315735,-1.3125,20.100000381469727,round2/train/center/1479424440095148288.jpg,107507273
1479424440135954944,center/1479424440135954944.jpg,-0.24783675372600555,-1.375,20.09166717529297,round2/train/center/1479424440135954944.jpg,147621214
1479424440187821824,center/1479424440187821824.jpg,-0.24783675372600555,-1.4375,20.077777862548828,round2/train/center/1479424440187821824.jpg,207678788
1479424440245045248,center/1479424440245045248.jpg,-0.24783675372600555,-1.5625,20.05555534362793,round2/train/center/1479424440245045248.jpg,247741355
1479424440287016704,center/1479424440287016704.jpg,-0.24783675372600555,-1.3125,20.044445037841797,round2/train/center/1479424440287016704.jpg,308046441
1479424440337607424,center/1479424440337607424.jpg,-0.24783675372600555,-1.375,20.03611183166504,round2/train/center/1479424440337607424.jpg,348090904
1479424440388395264,center/1479424440388395264.jpg,-0.24783675372600555,-1.3125,20.02777862548828,round2/train/center/1479424440388395264.jpg,408048094
1479424440438868736,center/1479424440438868736.jpg,-0.24958208203315735,-1.4375,20.011110305786133,round2/train/center/1479424440438868736.jpg,448111161
1479424440489723648,center/1479424440489723648.jpg,-0.24958208203315735,-1.4375,19.997222900390625,round2/train/center/1479424440489723648.jpg,508249898
1479424440541885184,center/1479424440541885184.jpg,-0.24958208203315735,-1.3125,19.98055648803711,round2/train/center/1479424440541885184.jpg,548245326
1479424440592784896,center/1479424440592784896.jpg,-0.24958208203315735,-1.1875,19.96666717529297,round2/train/center/1479424440592784896.jpg,608361509
1479424440645044736,center/1479424440645044736.jpg,-0.24783675372600555,-1.125,19.950000762939453,round2/train/center/1479424440645044736.jpg,648701840
1479424440685339136,center/1479424440685339136.jpg,-0.2373647838830948,-1.0,19.924999237060547,round2/train/center/1479424440685339136.jpg,708527885
