timestamp,filename,angle,torque,speed,fullpath,filename2
1479426202243957760,center/1479426202243957760.jpg,0.005235987715423107,-0.125,25.627777099609375,round2/train/center/1479426202243957760.jpg,261129893
1479426202243957760,center/1479426202243957760.jpg,0.005235987715423107,-0.125,25.633333206176758,round2/train/center/1479426202243957760.jpg,281207619
1479426202332172544,center/1479426202332172544.jpg,0.005235987715423107,-0.125,25.663888931274414,round2/train/center/1479426202332172544.jpg,341296696
1479426202332172544,center/1479426202332172544.jpg,0.003490658476948738,-0.25,25.674999237060547,round2/train/center/1479426202332172544.jpg,381591980
1479426202438095360,center/1479426202438095360.jpg,0.001745329238474369,-0.1875,25.688888549804688,round2/train/center/1479426202438095360.jpg,441451117
1479426202438095360,center/1479426202438095360.jpg,0.001745329238474369,-0.25,25.700000762939453,round2/train/center/1479426202438095360.jpg,481558105
1479426202531830272,center/1479426202531830272.jpg,0.001745329238474369,-0.25,25.705554962158203,round2/train/center/1479426202531830272.jpg,541730153
1479426202531830272,center/1479426202531830272.jpg,0.0,-0.3125,25.71666717529297,round2/train/center/1479426202531830272.jpg,581680096
1479426202634830336,center/1479426202634830336.jpg,-0.003490658476948738,-0.4375,25.738889694213867,round2/train/center/1479426202634830336.jpg,641927391
1479426202634830336,center/1479426202634830336.jpg,-0.005235987715423107,-0.4375,25.75,round2/train/center/1479426202634830336.jpg,681858912
1479426202726756864,center/1479426202726756864.jpg,-0.006981316953897476,-0.3125,25.766666412353516,round2/train/center/1479426202726756864.jpg,742186393
1479426202726756864,center/1479426202726756864.jpg,-0.008726646192371845,-0.3125,25.76944351196289,round2/train/center/1479426202726756864.jpg,782005886
1479426202835897088,center/1479426202835897088.jpg,-0.008726646192371845,-0.3125,25.766666412353516,round2/train/center/1479426202835897088.jpg,842204712
1479426202835897088,center/1479426202835897088.jpg,-0.010471975430846214,-0.4375,25.77777862548828,round2/train/center/1479426202835897088.jpg,882194979
1479426202928185344,center/1479426202928185344.jpg,-0.010471975430846214,-0.4375,25.78611183166504,round2/train/center/1479426202928185344.jpg,942355626
1479426202928185344,center/1479426202928185344.jpg,-0.012217304669320583,-0.3125,25.799999237060547,round2/train/center/1479426202928185344.jpg,982330520
1479426203030961152,center/1479426203030961152.jpg,-0.012217304669320583,-0.125,25.81944465637207,round2/train/center/1479426203030961152.jpg,42596437
1479426203030961152,center/1479426203030961152.jpg,-0.010471975430846214,0.0,25.822221755981445,round2/train/center/1479426203030961152.jpg,82566255
1479426203136740096,center/1479426203136740096.jpg,-0.010471975430846214,0.0625,25.825000762939453,round2/train/center/1479426203136740096.jpg,142637602
1479426203136740096,center/1479426203136740096.jpg,-0.010471975430846214,0.0625,25.81944465637207,round2/train/center/1479426203136740096.jpg,182935551
1479426203177128704,center/1479426203177128704.jpg,-0.008726646192371845,0.25,25.808332443237305,round2/train/center/1479426203177128704.jpg,242808724
1479426203237750784,center/1479426203237750784.jpg,-0.006981316953897476,0.25,25.808332443237305,round2/train/center/1479426203237750784.jpg,282853552
